model,V_channel_m_s,Hf_mm,b_mm,L_mm,W_mm,tf_mm,number_of_fins,number_of_channels,used_width_mm,Dh_mm,flow_area_m2,fin_side_area_m2,base_exposed_area_m2,total_geometric_area_m2,volumetric_flow_CFM,volumetric_flow_m3_h,m_dot_kg_s,C_air_W_K,Re_Dh,Re_note,Re_b,Re_star,Nu,h_W_m2K,eta_fin,A_eff_m2,hA_eff_W_K,NTU,epsilon,R_TIM_K_W,R_spreading_contact_base_K_W,R_hs_K_W,R_total_K_W,T_chip_C,thermal_margin_C,T_air_out_chip_C,T_air_out_full_board_C,deltaT_air_chip_K,deltaT_air_full_board_K,dynamic_pressure_Pa,pressure_drop_channel_Pa_approx,status
teertstra,6,50,2,100,80.0,1.0,26,25,76.00000000000001,3.846153846153846,0.0025,0.26,0.005000000000000001,0.265,31.7832,54.0,0.017759999999999998,17.88432,1476.9230769230767,Laminar indicator,768.0,15.36,3.0269355981865047,39.804203116152536,0.7440660435768007,0.1984571713299682,7.8994295574751385,0.44169582950177244,0.35705482933110266,0.01646090534979424,0.03,0.15660032409338737,0.2030612294431816,75.7653073607954,9.234692639204596,38.97872549808995,42.892768637555136,13.97872549808995,17.892768637555136,21.311999999999998,36.01728000000001,PASS
teertstra,6,50,2,120,80.0,1.0,26,25,76.00000000000001,3.846153846153846,0.0025,0.31200000000000006,0.006,0.31800000000000006,31.7832,54.0,0.017759999999999998,17.88432,1476.9230769230767,Laminar indicator,768.0,12.8,2.763057219251167,36.33420243315284,0.7600125972642859,0.24312393034645727,8.833714101551928,0.4939362582168027,0.38978032165852017,0.01646090534979424,0.03,0.14345234709243704,0.18991325244223128,72.47831311055782,12.52168688944218,38.97872549808995,42.892768637555136,13.97872549808995,17.892768637555136,21.311999999999998,43.220736,PASS
teertstra,6,50,2,150,80.0,1.0,26,25,76.00000000000001,3.846153846153846,0.0025,0.39,0.0075,0.3975,31.7832,54.0,0.017759999999999998,17.88432,1476.9230769230767,Laminar indicator,768.0,10.24,2.45057180669137,32.22501925799152,0.7800512293285508,0.3117199794381348,10.045182340494614,0.5616753860641397,0.42974713063534764,0.01646090534979424,0.03,0.13011117004945202,0.17657207539924627,69.14301884981157,15.856981150188432,38.97872549808995,42.892768637555136,13.97872549808995,17.892768637555136,21.311999999999998,54.025920000000006,PASS
teertstra,6,50,3,100,80.0,1.0,20,19,77.0,5.660377358490566,0.00285,0.2,0.0057,0.20570000000000002,36.232848000000004,61.56,0.0202464,20.3881248,2173.584905660377,Laminar indicator,1152.0,34.559999999999995,4.362207610594216,38.24202005287596,0.7511398489926149,0.155927969798523,5.9630005478393535,0.2924742028182677,0.25358549982197487,0.01646090534979424,0.03,0.19341862873411234,0.23987953408390658,84.96988352097665,0.030116479023348575,37.26203991060522,40.695411085574676,12.262039910605218,15.695411085574676,21.311999999999998,16.62928,PASS
teertstra,6,50,3,120,80.0,1.0,20,19,77.0,5.660377358490566,0.00285,0.24,0.00684,0.24684,36.232848000000004,61.56,0.0202464,20.3881248,2173.584905660377,Laminar indicator,1152.0,28.8,4.030856040292586,35.337171286565,0.7647555002903815,0.19038132006969158,6.727537317065047,0.3299733243277502,0.28105708853839595,0.01646090534979424,0.03,0.17451315637506248,0.22097406172485673,80.24351543121418,4.756484568785822,37.26203991060522,40.695411085574676,12.262039910605218,15.695411085574676,21.311999999999998,19.955136,PASS
teertstra,6,50,3,150,80.0,1.0,20,19,77.0,5.660377358490566,0.00285,0.30000000000000004,0.00855,0.30855000000000005,36.232848000000004,61.56,0.0202464,20.3881248,2173.584905660377,Laminar indicator,1152.0,23.04,3.6533214573870163,32.02745144309284,0.7810482487337121,0.24286447462011368,7.778330168147945,0.38151277983877874,0.3171723404250696,0.01646090534979424,0.03,0.1546419828938654,0.20110288824365966,75.27572206091492,9.724277939085084,37.26203991060522,40.695411085574676,12.262039910605218,15.695411085574676,21.311999999999998,24.943920000000002,PASS
teertstra,6,50,4,150,80.0,1.0,16,15,76.0,7.4074074074074066,0.003,0.24,0.009,0.249,38.13984000000001,64.80000000000001,0.021312,21.461184,2844.444444444444,Transitional indicator,1536.0,40.96,4.692858355735834,30.855543688963106,0.7870284519131603,0.19788682845915848,6.105905680991912,0.284509264772713,0.24761661522935074,0.01646090534979424,0.03,0.188176999419612,0.23463790476940624,83.65947619235156,1.340523807648438,36.64893791507495,39.91064053129594,11.648937915074953,14.91064053129594,21.311999999999998,14.565420000000001,PASS
teertstra,8,25,2,150,80.0,1.0,26,25,76.00000000000001,3.7037037037037033,0.00125,0.195,0.0075,0.2025,21.1888,36.0,0.01184,11.92288,1896.296296296296,Laminar indicator,1024.0,13.653333333333334,2.855485430269237,37.54963340804047,0.9212802957685576,0.18714965767486874,7.027401038131589,0.5894046604622029,0.44534260406163506,0.01646090534979424,0.03,0.1883322013739602,0.23479310672375445,83.69827668093862,1.3017233190613808,45.96808824713492,51.8391529563327,20.968088247134922,26.839152956332697,37.888,77.68224,PASS
teertstra,8,30,2,100,80.0,1.0,26,25,76.00000000000001,3.75,0.0015,0.156,0.005000000000000001,0.161,25.426560000000002,43.2,0.014208,14.307456,1919.9999999999998,Laminar indicator,1024.0,20.48,3.464477657314975,45.55788119369192,0.8715062213841201,0.14095497053592274,6.421609801335913,0.44882960334359323,0.36162513363055504,0.01646090534979424,0.03,0.19327646501986434,0.2397373703696586,84.93434259241465,0.06565740758534844,42.47340687261243,47.36596079694392,17.47340687261243,22.365960796943916,37.888,50.51733333333333,PASS
teertstra,8,30,2,120,80.0,1.0,26,25,76.00000000000001,3.75,0.0015,0.1872,0.006,0.1932,25.426560000000002,43.2,0.014208,14.307456,1919.9999999999998,Laminar indicator,1024.0,17.066666666666666,3.183764700763548,41.86650581504066,0.8804297435214993,0.17081644798722467,7.151487812961732,0.4998434252016384,0.39337436543648185,0.01646090534979424,0.03,0.1776771280276408,0.22413803337743504,81.03450834435876,3.9654916556412445,42.47340687261243,47.36596079694392,17.47340687261243,22.365960796943916,37.888,60.6208,PASS
teertstra,8,30,2,150,80.0,1.0,26,25,76.00000000000001,3.75,0.0015,0.23399999999999999,0.0075,0.2415,25.426560000000002,43.2,0.014208,14.307456,1919.9999999999998,Laminar indicator,1024.0,13.653333333333334,2.855485430269237,37.54963340804047,0.8911542710588408,0.21603009942776874,8.11185103861525,0.566966694750992,0.4327565457032233,0.01646090534979424,0.03,0.16150796142638021,0.20796886677617446,76.9922166940436,8.007783305956394,42.47340687261243,47.36596079694392,17.47340687261243,22.365960796943916,37.888,75.776,PASS
teertstra,8,35,2,80,80.0,1.0,26,25,76.00000000000001,3.7837837837837838,0.0017500000000000003,0.1456,0.004,0.1496,29.664320000000007,50.400000000000006,0.016576,16.692032,1937.2972972972973,Laminar indicator,1024.0,25.6,3.8280960169317804,50.33946262265291,0.8206161255755605,0.12348170788380163,6.216002818597977,0.3723934161280051,0.3109169072118584,0.01646090534979424,0.03,0.1926843544806678,0.23914525983046206,84.78631495761552,0.21368504238448338,39.97720589081066,44.17082354023764,14.977205890810659,19.17082354023764,37.888,39.69541224489796,PASS
teertstra,8,35,2,100,80.0,1.0,26,25,76.00000000000001,3.7837837837837838,0.0017500000000000003,0.18200000000000002,0.005000000000000001,0.18700000000000003,29.664320000000007,50.400000000000006,0.016576,16.692032,1937.2972972972973,Laminar indicator,1024.0,20.48,3.464477657314975,45.55788119369192,0.8342870783792978,0.15684024826503223,7.145309396847484,0.4280670799605155,0.3482323072187843,0.01646090534979424,0.03,0.17203694867289737,0.21849785402269162,79.6244635056729,5.375536494327093,39.97720589081066,44.17082354023764,14.977205890810659,19.17082354023764,37.888,49.61926530612244,PASS
teertstra,8,35,2,120,80.0,1.0,26,25,76.00000000000001,3.7837837837837838,0.0017500000000000003,0.21840000000000004,0.006,0.22440000000000004,29.664320000000007,50.400000000000006,0.016576,16.692032,1937.2972972972973,Laminar indicator,1024.0,17.066666666666666,3.183764700763548,41.86650581504066,0.8452340700693782,0.19059912090315223,7.9797192036334605,0.47805558985469593,0.3800122690038561,0.01646090534979424,0.03,0.15764970883778154,0.20411061418757578,76.02765354689394,8.972346453106056,39.97720589081066,44.17082354023764,14.977205890810659,19.17082354023764,37.888,59.543118367346935,PASS
teertstra,8,35,2,150,80.0,1.0,26,25,76.00000000000001,3.7837837837837838,0.0017500000000000003,0.273,0.0075,0.2805,29.664320000000007,50.400000000000006,0.016576,16.692032,1937.2972972972973,Laminar indicator,1024.0,13.653333333333334,2.855485430269237,37.54963340804047,0.8584957639831622,0.2418693435674033,9.082105183599385,0.5440982370270668,0.4196351009820525,0.01646090534979424,0.03,0.14276409057069056,0.1892249959204848,72.30624898012121,12.693751019878789,39.97720589081066,44.17082354023764,14.977205890810659,19.17082354023764,37.888,74.42889795918366,PASS
